,fanfic_id,link,title,published,language,summary,warning,author_id
2359,49263856,https://archiveofourown.org/works/49263856,And All The Pieces Fall,2023-08-11,English,"She sighed, leaning back up against the bar. What the fuck was wrong with her? Lockwood wasn’t even her type. He was a posh London public school boy who was probably due to inherit a plush trust fund any day now. He dressed like he thought he was still attending Sykes Prep, that snooty public school she knew he’d gone to - black trousers, crisp white button-up, and a tie. The only things about him that didn’t scream “rob me, I’m rich!” were his gray high-top sneakers and pink socks. Or: Opposites attract.",Creator Chose Not To Use Archive Warnings,114024
2360,49281448,https://archiveofourown.org/works/49281448,Operation Bacchanal,2023-08-11,English,"DEPRAC has enlisted Lockwood and Co's help to suss out a possible relic smuggling operation run out of the Bacchanal Club.  Infiltrating the mysterious members-only club would pose a challenge for any agency, good thing Lucy already has a foolproof way in.  Her through the front door...",No Archive Warnings Apply,4653566
2361,49278652,https://archiveofourown.org/works/49278652,"Chaos & Caffeine: Five Times Fittes & Rotwell Agents Got Banned from London Cafés, & the One Time It Was Lockwood & Co.'s Fault",2023-08-11,English,There aren’t many Agent-friendly coffee shops in London and for good reason. Have you ever wondered about the reason for the Agent Ban? These are the tales of how it all happened.or: Lucy & Lockwood’s relationship through the eyes of their fellow agents.A birthday gift for Synestheticwanderings from Official_Djungelskog and PiningLikeFineDining,No Archive Warnings Apply,11406523
2362,49297198,https://archiveofourown.org/works/49297198,Drabble Drabble,2023-08-12,English,Just some short Lucy/Lockwood drabbles.Ch 2: Lockwood risks a bit of bad luck to spend some time with Lucy,No Archive Warnings Apply,1159
2363,49297198,https://archiveofourown.org/works/49297198,Drabble Drabble,2023-08-12,English,Just some short Lucy/Lockwood drabbles.Ch 2: Lockwood risks a bit of bad luck to spend some time with Lucy,No Archive Warnings Apply,1159
2364,49297198,https://archiveofourown.org/works/49297198,Drabble Drabble,2023-08-12,English,Just some short Lucy/Lockwood drabbles.Ch 2: Lockwood risks a bit of bad luck to spend some time with Lucy,No Archive Warnings Apply,1159
2365,49215013,https://archiveofourown.org/works/49215013,Hands of Care,2023-08-09,English,"Anthony Lockwood’s life has been defined by grief. The last thing he wants to do is spend an hour twice a week sitting in a windowless room with other sad kids and rehash his losses. He refuses to participate, until Lucy Carlyle walks in. She just might be what he needs to open up and learn to let someone in.Or, a non-ghost, grief group Locklyle AU.",No Archive Warnings Apply,12006178
2366,49245697,https://archiveofourown.org/works/49245697,Dreams,2023-08-10,English,Lucy reimagines a dream she had about a certain someone.,No Archive Warnings Apply,1501688
2367,49187671,https://archiveofourown.org/works/49187671,Real Men Wear Pink Socks,2023-08-07,English,"“What’s the matter?”Rather than answering her question Lockwood marched to the fridge and poured himself a glass of juice before aggressively throwing himself down on his chair. “Do you know where George is?” he asked.“Uh no, why? What’s wrong?”“This is what’s wrong!” He stuck his foot in the air and Lucy stared at in confusion.“Your foot?”“No, my socks! Just look at them, they’re ruined!”It took Lucy another second, but then she saw what the problem was. His socks that were once a pristine white were now a muted pink. Lucy couldn’t help the snort of laughter that came from her mouth. or: pink socks origin story",No Archive Warnings Apply,18190984
2368,48926989,https://archiveofourown.org/works/48926989,From the cutting room floor,2023-07-28,English,"Lucy and Lockwood start secretly kissing after the events of The Whispering Skull. They're just blowing off steam, and it doesn't have to mean anything.(They are not, and it does.)",No Archive Warnings Apply,18090943
2369,49306138,https://archiveofourown.org/works/49306138,Still Hoping That the Fire Won't Burn Me,2023-08-12,English,"Lucy Carlyle is a Muggle-born witch, and after a terrible accident at Jacobs Academy for Wizarding Youths in which almost all of her team was killed from uncontrolled magic, Lucy and her friend Norrie White are invited to attend Hogwarts School of Witchcraft and Wizardry.Or,Lucy meets Lockwood and George for the first time on the Hogwarts Express, you could even say they hit it off with a bang!",No Archive Warnings Apply,8355079
2370,49258075,https://archiveofourown.org/works/49258075,The Dark Winter,2023-08-11,English,"""A new desk?"" Lucy asked.""Yes, for Holly. Well now, where are my manners?"" Holly breathed a sigh of relief. Everything would fall into place. He would stand up, walk over to her, welcome her, then introduce Holly and apologize for her sitting in Lucy's place without prior notice, he would tell her he had been trying to reach her to share the good news, and that of course, they valued her opinion in the hiring process, but they had been under a lot of time pressure, an unforeseen sequence of events, and Lucy would then say -""This is a time for introductions! Holly, this is Lucy Carlyle, the perfect Agent, whom you've heard so much about. And Lucy, let me introduce you to Holly Munro, our new assistant.""Well, maybe not.",No Archive Warnings Apply,174478
2371,49042171,https://archiveofourown.org/works/49042171,When Things Go a Bit Pear-Shaped,2023-08-01,English,"Just a casual and chaotic fic of The Iron Trio being chaotic and actually sorta being teenagers for once.Oh, and accidentally killing their client and covering it up.I mean Teens Being Teens has to include a little variety of crime and this is one where they go a bit beyond the usual crime.",No Archive Warnings Apply,7917469
2372,49204378,https://archiveofourown.org/works/49204378,"Lockwood, Interrupted pt. 2",2023-08-08,English,Lucy caught Lockwood masturbating. What does she decide to do next?,Creator Chose Not To Use Archive Warnings,17230330
2373,48983425,https://archiveofourown.org/works/48983425,Am I close enought yet?,2023-07-30,English,"Lockwood is the only remaining virgin at Portland Row 35. When he one day walks in on his much more experienced colleague Lucy getting busy with one of her many boys, they both spiral into something they didn't expect...",Creator Chose Not To Use Archive Warnings,None
2374,49102687,https://archiveofourown.org/works/49102687,the difficulty comes in not being mauled by a goose,2023-08-04,English,"""George polished his glasses before responding. “The soulmate goose of enforcement,” he said with an exasperated tone, as if Lockwood should’ve realised why a random goose had shown up on his doorstep. “Its sole purpose is to lead you to your soulmate. I thought it was a myth, honestly.” The goose honked excitedly at the word “soulmate,” which George took as a sign of encouragement. “Exactly,” he said, now speaking to the goose and ignoring Lockwood entirely, “you’re here to lead Lockwood to his soulmate, aren’t you?” He said that last bit in a high-pitched voice, like one would use when talking to a cute domesticated animal and not a wild goose.""soulmate au where one person finds a goose who leads them to the other person. The difficulty comes in not being mauled by a goose",No Archive Warnings Apply,11406523
2375,49298506,https://archiveofourown.org/works/49298506,the beauty is,2023-08-12,English,the challenges of being a female psychic agent in victorian england are myriad -- and they run deeper than anyone at lockwood and co ever imagined,Creator Chose Not To Use Archive Warnings,9211749
2376,49112893,https://archiveofourown.org/works/49112893,Together,2023-08-04,English,"""You said you would follow me. Now it's my turn."" He dipped his head to press a kiss onto her necklace. ""I love you, Lucy.""""I love you too, Anthony."" She whispered, her tears finally falling.He tenderly wiped the tears away with his thumb. ""Let's do this. Together.""She leaned forward, pressing a kiss to his lips. She brought her hand up to run her fingers through his hair. His heart was still racing from their earlier kiss, but each touch from her still had the power to send it back into a frenzy. ""Together.""****Set after the events of Stay, Lockwood and Lucy deal with the aftermath of the shooting. You do not need to have read Stay to understand this, but it might help.",No Archive Warnings Apply,16869568
2377,49359211,https://archiveofourown.org/works/49359211,there’s no such thing as one true love,2023-08-14,English,"The whole thing was fucked up anyway. Even as a child of twelve, even before she saw her number, she knew that the universe was cruel. Why give a number and no names? Why no sign when you finally—if you ever—crossed paths with a soulmate? The only time the number changed was the slow march down to zero, when one of the souls passed to a place unreachable.  Soulmark AU where all you get is a number. Follows Lucy and her three great loves throughout the series.",No Archive Warnings Apply,17566711
2378,49164418,https://archiveofourown.org/works/49164418,into dust.,2023-08-06,English,"'She realises with a start that this is the first day- the first day of Jessica’s Day- that Lockwood has actually let her near him. Before, he had shut himself in his room for the day, or taken a case, or made excuses about how he had somewhere to be. Now, though, he’s right in front of her, sweaty and shaking and exhausted, and Lucy thinks she’s never seen anything so brave in all her life.'-it's the anniversary of jessica's death. lucy comforts lockwood. <3",Creator Chose Not To Use Archive Warnings,5388166
2379,49177294,https://archiveofourown.org/works/49177294,In my father's words,2023-08-07,English,"Lockwood's son reads something he shouldn't and is devastated to learn that his parents' relationship was not as perfect as he thought. To help him understand, Lockwood tells him his own, far more convoluted version of the secret physical relationship that he and Lucy started after the Bickerstaff case.(Yes, it's Lockwood's POV of the 'they were secretly snogging all along' fic, and no, it won't really make sense unless you read that first.)",No Archive Warnings Apply,18090943
2380,48451423,https://archiveofourown.org/works/48451423,The only reason,2023-07-30,English,"“Then why,” he paused, trying to catch her eyes, “why are you leaving the agency, Luce?” Why are you leaving me?He had sounded desperate to his own ears. But at that moment it didn’t matter. He wanted her to stay and he was willing to beg if necessary. It wasn’t just because she was a great agent. She was his friend, a person he could confide in, someone he cared about deeply. The thought of her, alone, a freelancer, scared him to death. How does Lockwood cope after Lucy's departure? And how does he plan to get her back?",Creator Chose Not To Use Archive Warnings,9444414
2381,49350133,https://archiveofourown.org/works/49350133,A Night at the Museum,2023-08-14,English,"Lockwood and Lucy have their first date.A sequel to my fic Riders on the Storm, but can also be read as a stand-alone.",No Archive Warnings Apply,11406523
2382,49294954,https://archiveofourown.org/works/49294954,a very happy birthday indeed,2023-08-13,English,Lucy and Lockwood team up to make it George's best birthday ever using whatever means necessary...,No Archive Warnings Apply,13532089
2383,49258810,https://archiveofourown.org/works/49258810,Tea Grows Cold,2023-08-10,English,"(Warning: Spoilers for The Hollow Boy and The Creeping Shadow) After Lucy's announcement at the end of The Hollow Boy, a stunned and terrified Lockwood takes her on a long, slow walk around the park as he tries to change her mind (to no avail). They both stop to warm up at a cafe, where sour words are exchanged. Lucy never told us what she and Lockwood talked about as three successive cups of tea went cold. Until now.",Creator Chose Not To Use Archive WarningsNo Archive Warnings Apply,18561442
2384,49146907,https://archiveofourown.org/works/49146907,Not So Mysterious,2023-08-06,English,"When Lockwood comes down with a stubborn cough, George prescribes one of his mum's home remedies, which prompts Lockwood and Lucy to talk about mothers.",No Archive Warnings Apply,3113862
2385,48977311,https://archiveofourown.org/works/48977311,sweet nothing,2023-07-30,English,"Lockwood doesn’t intend for it to happen, but the morning after a late case, the word slips out of his mouth completely unbidden.“Good morning, love,” Lockwood says cheerfully, sitting Lucy's perfectly prepared tea and toast in front of her and pressing a quick kiss to her cheek.Well. He hadn’t meant to say that, his voice somehow substituting love for his usual Luce without his consent. He shakes his head quickly, wondering for the millionth time exactly what Lucy Carlyle has done to alter his brain chemistry.----Lockwood can't stop unintentionally calling Lucy terms of endearment. Or: five names Lockwood has for Lucy and one she has for him.",No Archive Warnings Apply,13941049
2386,49324639,https://archiveofourown.org/works/49324639,A time to every purpose,2023-08-13,English,"Two months after the fall of Marissa Fittes, Lockwood comes bouncing in with the news that the National Archives is naming a new gallery after him. Once they stop laughing, the rest of the crew promises to come to the opening ceremony to support him.",No Archive Warnings Apply,18090943
2387,49287877,https://archiveofourown.org/works/49287877,Season 3: The Creeping Shadow,2023-08-12,English,"The sequel to our take on how the show might have done The Hollow Boy.Major events will (mostly) be the same, but we'll definitely get to see more of how all of Lockwood & Co deal with Lucy's departure and absence (not well), how it is they come back together, and of course, how things shake out with ghosts. Featuring Holly and George taking charge, Lockwood sorting himself out a little more, the Skull offering surprisingly sage advice, and Lucy finding where she belongs.",No Archive Warnings Apply,5202485
2388,49014196,https://archiveofourown.org/works/49014196,i'm coming to carry you home,2023-07-31,English,The one in which Lockwood and the Skull switch bodies.,No Archive Warnings Apply,1305594
2389,49271491,https://archiveofourown.org/works/49271491,The Chronicles of Celia and Donald,2023-08-11,English,"""You need to tell me everything"" the young man whispered urgently.There wasn't just curiosity in his eyes, thought Celia, there was blazing excitement. She felt like she was hanging on the edge of great precipice, dangling in mid-air, she couldn't see but she really needed to know what was below her. Oh well, she thought, let's plunge on over.-‐---‐-----------------------------------Origin of Celia and Donald meeting, romance (we all know the outcome!) & adventures around the ancient  city of York.",No Archive Warnings Apply,18278386
2390,49164154,https://archiveofourown.org/works/49164154,Moments That We Stole,2023-08-06,English,"They are aware that this is where the interrogations for political prisoners and spies take place, and Lockwood can’t keep himself from staring up at the fifth floor. Lucy is up there. Lucy might be trapped in interrogation right now. Or: Lockwood and the others plot to save Lucy.",Creator Chose Not To Use Archive Warnings,114024
2391,49179106,https://archiveofourown.org/works/49179106,Listen,2023-08-07,English,Anthony and Lucy’s daughter hears a strange sound in the night. What else can a father do but investigate?,No Archive Warnings Apply,3487002
2392,49316065,https://archiveofourown.org/works/49316065,To Be Haunted,2023-08-13,English,"Lockwood and Co. teams up with Fittes to try their hand at a lock-in so many rich Londoners are always doing. As could be guessed, it doesn't go as planned.48 Hour Flash Challenge #1!",No Archive Warnings Apply,5599630
2393,48989446,https://archiveofourown.org/works/48989446,low in the water & nowhere to go,2023-07-30,English,Lockwood convinces Lucy not to leave. But that doesn’t mean everything is okay.,No Archive Warnings Apply,1305594
2394,49330609,https://archiveofourown.org/works/49330609,who follows the rules anyway?,2023-08-13,English,reader gets fired from Fittes and seeks refuge with George Karim. Unfortunately he works with the worst guy she has ever met.,Creator Chose Not To Use Archive Warnings,18587074
2395,49039228,https://archiveofourown.org/works/49039228,"and when his edges soften, his body is my coffin",2023-08-01,English,"Five times George and Quill kiss and don't talk about it, and the one time they do.(Additional tags should be: their love language is bullying, quill kipps lies to himself and george karim swears to it, whatever the verbal version of slap slap kiss is, no betas we die like men)",Creator Chose Not To Use Archive Warnings,162689
2396,48922468,https://archiveofourown.org/works/48922468,“Don’t do anything I wouldn’t do!”,2023-07-28,English,Locklye on their first date!That’s it!,No Archive Warnings Apply,16385500
2397,49271938,https://archiveofourown.org/works/49271938,Little ones,2023-08-11,English,"Officer Barnes always gets the worst jobs and when Donald and Celia Lockwood are arrested, he is expecting the same thing.",No Archive Warnings Apply,2440594
2398,48992113,https://archiveofourown.org/works/48992113,Asset,2023-07-31,English,A short drabble from Lucy's POV after Lockwood calls her an Asset in episode 2.,No Archive Warnings Apply,4653566
2399,49018657,https://archiveofourown.org/works/49018657,In From The Snow,2023-08-01,English,"He hears the clink of her mug hitting the other nightstand. The bed’s pressure shifts as she rises to her knee. He feels her trace the bullet wound along the back of his shoulder. “That’s it, isn’t it?” she breathes. “Where you were shot?” Or: Lucy and Lockwood bare a bit more of their souls to each other.",Creator Chose Not To Use Archive Warnings,114024
2400,49215271,https://archiveofourown.org/works/49215271,at the kitchen table,2023-08-09,English,"Lucy and Lockwood, the kitchen at Portland Row, and plenty of tea to keep warm.",Creator Chose Not To Use Archive Warnings,164762
2401,49329886,https://archiveofourown.org/works/49329886,Caught Up In A Moment,2023-08-13,English,"After she’d swallowed the chocolate, she propped herself on her knees and leaned over to kiss him. He kissed her back, reaching up to cup her face. She slowly deepened the kiss and pushed closer, crawling instinctively into his lap. Or: Lucy and Lockwood have their second date.",No Archive Warnings Apply,114024
2402,49299289,https://archiveofourown.org/works/49299289,BLEAK,2023-08-12,English,Lucy and George notice that Lockwood seems to be in a depression rut and talk to him about it,Creator Chose Not To Use Archive Warnings,1095901
2403,49234888,https://archiveofourown.org/works/49234888,Casting Spells,2023-08-09,English,Lucy comes home from a job and catches Lockwood singing.,Creator Chose Not To Use Archive Warnings,17230330
2404,49114798,https://archiveofourown.org/works/49114798,you're holding me like water in your hands,2023-08-04,English,"“I’m sorry,” he finally says, despite not knowing exactly what he’s apologizing for. Too many things to count and fit in a single apology.“No, it’s–it’s fine,” Lucy responds still not looking. Lockwood reaches for her, only for Lucy to recoil and take a step back. “Let’s not talk about it.”_______Lucy was happy. Everything in her life felt easy for once. She had a real family in her friends, the agency was booming, she had met someone who liked and respected her, yet she still felt the same hole in her chest when Lockwood looked at her a bit too much. Until tonight, she had been fully committed to not think about it. And then Lockwood had kissed her.",No Archive Warnings Apply,17281396
2405,49103302,https://archiveofourown.org/works/49103302,You Turned Me Into Somebody Loved,2023-08-04,English,"“Thank you, sweetheart,” Lockwood said before he popped the chocolate into his mouth. “What would I do without you?”Sweetheart?Lucy expected him to laugh it off as just a silly little joke. But she saw the moment he realized what he said, eyes going wide for just a second.——Or, 5 times Lockwood calls Lucy a term of endearment and one time she turns the tables on him.",No Archive Warnings Apply,12006178
2406,49038103,https://archiveofourown.org/works/49038103,Are You All Right?,2023-08-01,English,"From THB after Lockwood finds Lucy:""So, you're all right? he said for the tenth time.(Let's go ahead and take that ten times comment literally.)(Also, what if the fetch could project itself to two people and Lockwood could hear it when he goes to find Lucy at the bottom of Aickmere's Department Store.)This fic is the moment Lockwood finds Lucy with the fetch at the end of THB and asks her if she's all right ten times… well nine because the tenth is written into the book :)",No Archive Warnings Apply,17367256
2407,49027033,https://archiveofourown.org/works/49027033,The Promise,2023-08-01,English,"Lucy Carlyle, Fittes’ infamous listener, the most highly sought out agent in the country right now. Lucy Carlyle, the second person on record, following that of Marissa Fittes, who had the ability to communicate with Type Threes. Lucy Carlyle, the poster girl of the largest agency in the country…and she was sitting on the kitchen counter wearing Lockwood’s shirt.",Creator Chose Not To Use Archive Warnings,3487002
2408,49127299,https://archiveofourown.org/works/49127299,apricity,2023-08-05,English,"“This ghost doesn’t show itself to just anyone at any time,” George says. “It’s got a type.”“Which is?”“Couples.” He straightens his glasses, an action Lucy uncharitably attributes to his desire to better see his colleagues’ discomfort. “Married ones.”Lockwood swallows. Lucy’s face grows pale, then very hot.“Well,” Lockwood says, first to recover as always, “we’ll have to go undercover. Who wants to pretend to marry me — George?”“Flattered, I’m sure, but sorry — you’re not my type. Either of you,” he adds, with a glance at Lucy that’s not apologetic in the slightest.“Guess that means it’s you and me, Luce,” Lockwood says softly, without quite looking at her.",No Archive Warnings Apply,18178006
2409,48971461,https://archiveofourown.org/works/48971461,there's something in the static,2023-07-30,English,"“What happened to him?” George breathed.“I-I don’t know!” Lucy’s voice broke, “we went looking for the bone glass and ended up at Winkman’s-”Lucy choked to a stop as her face paled. George looked up at the pause, confused. Her gaze had shifted down to where her hands rested on Lockwood’s arm. An arm that had developed a tremor which was increasing in intensity by the second. Lucy and George jerked backward as the tremor spread, watching Lockwood’s entire body begin to shake.“Oh my god,” George breathed. “He’s having a seizure.”ori think there should have been more consequences after lockwood got electrocuted (episode 5 canon divergence)",No Archive Warnings Apply,3248667
2410,49323439,https://archiveofourown.org/works/49323439,i could hammer in that nail,2023-08-13,English,"The night was foggy, icy, and biting. Lockwood and Co stood in the yard of a grand mansion, burying a fresh corpse. Inside, a raging party drowned even the rowdiest of teens in its rambunctious grasp. Everything was according to plan.or: lockwood and co have a side gig as contract killers. lucy ruminates on how they got here.",No Archive Warnings Apply,13345069
2411,48917956,https://archiveofourown.org/works/48917956,Guided by the Stars,2023-07-28,English,"Lucy, an Omega in hiding, stumbles into Lockwood, a handsome, mysterious Alpha without a pack. After staying in the shadows for over a year, Lucy's past comes back to haunt her.ORLockwood & Co Omega Verse AU",No Archive Warnings Apply,17512540
2412,48917041,https://archiveofourown.org/works/48917041,That’s love!,2023-07-28,English,"Lucy took a deep breath and said,”Love is contradictory, I think.”OrLockwood asks Lucy what love is.",Creator Chose Not To Use Archive Warnings,17509450
2413,49156138,https://archiveofourown.org/works/49156138,"Lockwood, Interrupted",2023-08-06,English,"Lockwood is upset with Lucy over putting herself in danger again, and the irritated look Lucy gives him makes him horny.",Creator Chose Not To Use Archive Warnings,17230330
2414,49357042,https://archiveofourown.org/works/49357042,Lockwood & Co Songfics,2023-08-14,English,"a small selection of Lockwood & Co fics I've written to go along with lyrics from some of my favourite songs.WARNING - These will contain book spoilers from The Hollow Boy, The Creeping Shadow and the Empty Grave.",No Archive Warnings Apply,18270649
2415,48925984,https://archiveofourown.org/works/48925984,Dearest Lucy,2023-07-28,English,"He could still remember the taste of his lips on hers, from their first and thus far only night together, still fresh and so vivid like a vision. Getting to put his hands on her body was like winning a war, and he felt victorious with every motion, every shift of friction against his own body...Lockwood finds a new method of dealing with his feelings (in the aftermath of hooking up with Lucy for the first time).",Creator Chose Not To Use Archive Warnings,1501688
2416,49089259,https://archiveofourown.org/works/49089259,Queen of Hearts,2023-08-03,English,"Personal stories can be told through small things, meaningful yet inexpensive gifts.Lucy's most important possessions all came from her friends, old and new.<<""You know, I kind of like it.""""Glad to hear it, next I will be making you wear lipstick and you'll like that too.""Lucy had pouted and Norrie had laughed once again. It took Lucy a whole day to notice the small bottle laying on her desk. When she asked Norrie about it she shrugged and said: ""You liked it and I wanted you to have it. I knew you would have said no if I didn't just leave it there"",[...]Lucy cherished that small present, that reminder of her friend's affection. She had not had the courage to use it after Wythburn Mill.She didn't touch that bottle until she decided to leave: she painted her nails black, half in mourning, half as a warpaint. Lucy Carlyle was ready to make her stand against the world.>>",Creator Chose Not To Use Archive Warnings,16421353
2417,49288636,https://archiveofourown.org/works/49288636,Slow Dancing in the Dark,2023-08-12,English,"When Lockwood & Co. gets hired by a client to stand guard at an overnight party, it might just be the worst night of Lucy's life.Or maybe it's not. Because of Lockwood and a bit of slow dancing.",No Archive Warnings Apply,1760866
2418,49316263,https://archiveofourown.org/works/49316263,Line without a hook,2023-08-13,English,"Lucy’s face flushes hotter than she thinks is possible as Lockwood shifts, his hand brushing hers, an idea flashes in her mind. They would get caught, unless…“Lockwood,” she whispers, as quietly as she dares, “do you trust me?”There is no hesitation as he responds with, “always.”Or, Lucy kisses Lockwood and has to deal with the aftermath.",No Archive Warnings Apply,9232215
2419,49090273,https://archiveofourown.org/works/49090273,paint your palette blue and grey,2023-08-04,English,"After a long hiatus, Lucy Carlyle exhibits her paintings at Fittes Gallery under a pseudonym. Before the show even opens, a mysterious collector buys all of her work. The evening of the opening, she encounters Anthony Lockwood, a dashing new buyer on the Detroit art scene. Things get off to a rocky start.",No Archive Warnings Apply,17566711
2420,49116883,https://archiveofourown.org/works/49116883,But So Does Fear,2023-08-05,English,"Lockwood is pacing outside his barracks now, trying to get his thoughts in order. He looks at Kipps almost pleadingly. He wants to be told what to do, how to fix this, how to find Lucy. Or: Lockwood is hellbent on finding Lucy.",Creator Chose Not To Use Archive Warnings,114024
2421,49170103,https://archiveofourown.org/works/49170103,"For You, I Would Cross the Line",2023-08-07,English,"My heavy eyes met his. “Just a little tired.” I reached for my mug and took a sip.Lockwood only frowned. “Your eyes are puffy, Luce.” He used one hand to gently lift my chin, the other he placed against my forehead. “Definitely warm. George, will you check our medicine cabinet? Find something for her to take? Let’s get you back to bed, Luce.” He took my hands gently in his and pulled me up, leading me to the stairs. I was too tired to argue, let alone say anything at all.Or, Lucy has a fever, but lucky for her, Lockwood and George know exactly how to cheer her up and get her feeling better.",No Archive Warnings Apply,13655830
2422,49192126,https://archiveofourown.org/works/49192126,Trying Not To Feel It,2023-08-08,English,"He leans back in his chair, further appraising her. “Does this mean we’re on the same page?”Her breath catches in her throat. “You tell me.” Or: Lockwood has a surprise for Lucy.",Creator Chose Not To Use Archive WarningsNo Archive Warnings Apply,114024
2423,49220470,https://archiveofourown.org/works/49220470,Make you feel my love,2023-08-09,English,"“I actually quite enjoy the alone time, I wouldn’t mind making it more…official” He tried to say casually.She smirked but didn’t open her eyes. “Careful Lockwood, one might think you’re asking me out”.“If you must know, Miss Carlyle, I-“.The sound of something tearing up above them made Lockwood’s words hang in the air. His voice was the last thing she heard before everything went wrong.“Luce, get-“.Everything happened so fast, that it was unfair to an extent.OrA case in an old hotel ends with Lucy going through hell and back, and with Lockwood having to make the most important decision of his life.",Creator Chose Not To Use Archive Warnings,8186197
2424,49267126,https://archiveofourown.org/works/49267126,try a little tenderness,2023-08-11,English,"Needs it. Needs him. It sets something feral and unhinged loose inside him, the part of his brain where rationality and logic disappears, and what’s left is pure lizard instinct. It makes him want to curl around her like a dragon in an old folktale does around its hoard. That he, and he alone, can make Lucy Carlyle beg and whine and gasp, that he alone can provide her pleasure.",Creator Chose Not To Use Archive Warnings,1267242
2425,49115911,https://archiveofourown.org/works/49115911,Laundry Day Mishap,2023-08-05,English,Lucy admires how good Lockwood looks. Beware laundry day.,Creator Chose Not To Use Archive Warnings,17230330
2426,49196050,https://archiveofourown.org/works/49196050,"You're alive, you're alive in my head",2023-08-08,English,"On the precipice of life and death, Lucy has a much needed conversation with someone from her past.",No Archive Warnings Apply,5599630
2427,49170292,https://archiveofourown.org/works/49170292,When the Lights Go Out and the Walls Come Down,2023-08-07,English,"I scoffed at him, playfully. “You’re so dramatic.”“Hmm.” He mumbled into my hair, tightening his hold around my shoulders, bringing me just a little closer.I melted into his embrace, closing my eyes. We were silent for a few minutes, listening to each other’s breathing. I figured Lockwood had fallen back asleep until he started tracing soft circles along my arm with his thumb.Or, in a moment to themselves, Lucy realizes just how intimate she and Lockwood have become around each other. So much so, that the line between friends and something more begins to fade.",No Archive Warnings Apply,13655830
2428,49130206,https://archiveofourown.org/works/49130206,friday night (its time to hunt ghosts),2023-08-05,English,"Freelance agent Lucy Carlyle and Anthony Lockwood, the head of Lockwood & Co, were teaming up on a job. Nothing can go wrong, right?",Creator Chose Not To Use Archive Warnings,11709778
2429,49093756,https://archiveofourown.org/works/49093756,Spring Breaks Loose,2023-08-04,English,"Lucy nearly throws all her body weight into Norrie, sinking into the familiar arms embracing her. Until this moment, she didn’t realize just how badly she missed her best friend or how much she needed her. And now she wants to cry but she refuses to. She’s not crying again until she knows Lockwood is safe and sound from the war. Or: Lucy gets some company while she's waiting for Lockwood to return from the war.",Creator Chose Not To Use Archive Warnings,114024
2430,49328335,https://archiveofourown.org/works/49328335,To be a Given Thing,2023-08-13,English,"“Wait and see how he is today,” said George, “I’m really not trying to stir things and you know Lockwood better than anyone. But if this is what I think it is, and you do anything too soon, he’ll just shut you out altogether. If you wait and leave him for a bit, he’ll pull out of it. Always has done.”One floor above us, at the far side of the house, we heard the front door open then slam shut.Lockwood always did have a flair for timing his entrances.Or: A post-canon moment for Lucy & Lockwood, because ending up in a happy relationship doesn't necessarily solve all your other problems.",No Archive Warnings Apply,16576195
2431,49170589,https://archiveofourown.org/works/49170589,I Hope That You Catch Me (because I’m already falling),2023-08-07,English,"Lockwood stood in front of the stove, tying on one of our extra aprons, because we both knew better than to use George’s. He smiled. “It’s quite the tale, so I won’t go into detail, but in short: the kitchen almost burned down.”My smile fell, and I watched him carefully, wondering whether or not he was joking. “Seriously?”Lockwood’s grin only grew. “It almost did. Don’t worry about it, I know what I’m doing.” Or, for George’s birthday, Lockwood and Lucy decide to bake him a cake. The problem? There’s a reason George has banned them both from being involved in the making of anything in the kitchen (tea is the one exception).",No Archive Warnings Apply,13655830
2432,48648046,https://archiveofourown.org/works/48648046,No feelings are free from heartache,2023-07-17,English,"Lockwoods 🤝 JealousyQuill, against his own wishes, is forced to do research when he had agreed to visit 35 Portland Row. Jess, stubbornly, decides not to let that stand and visits the Archives. Whatever ensues is out of Quill’s control.",Creator Chose Not To Use Archive Warnings,16865860
2433,49212589,https://archiveofourown.org/works/49212589,these living bodies that we were,2023-08-08,English,"He sits in the solitude of the marbled angels, hoping they don’t mind the intrusion.(Or; glimpses into some of Lockwood's visits to Marylebone Cemetery over the years.)",No Archive Warnings Apply,18482560
2434,48921346,https://archiveofourown.org/works/48921346,“Happily!”,2023-07-28,English,My edition of “the walk” and what happens after :),No Archive Warnings Apply,16385500
2435,49157965,https://archiveofourown.org/works/49157965,The Plan,2023-08-06,English,"“I know you want me,” I say, tossing my hair behind my shoulder. I feel the hopeful twitch against my back. I reach behind and grab him, find that he’s throbbing. I barely even recognize myself, I’m acting so brazen, but I don’t allow myself to overthink it. I want to feel him moving deep inside of me. That’s it. Simple. No, I don’t just want it. I need it, like water. Like air.  Now that they've confessed their feelings and deepened their relationship, Lucy wants to go all the way with Lockwood, but something is stopping him. Frustrated in more ways than one, Lucy tries to figure out what it is...",Creator Chose Not To Use Archive Warnings,1805161
2436,49362166,https://archiveofourown.org/works/49362166,Lipstick On Your Face,2023-08-15,English,"Lucy leaned in and brushed her lips over his, delicately at first, and then a bit more aggressively until she was full-on kissing him. Or: The rest of Lucy's and Lockwood's second date.",No Archive Warnings Apply,114024
